duckId	Score	Background	Skin	Foot	Body	Face	Open sea
947	74.28102632654516	Blue	Zombie Green	Duck	Collar	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/947
948	55.579289873097636	Pastel Blue	Penguin Black	Pants Shoes	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/948
949	44.240890136633766	Tiffany Blue	Base Naked	Hypebeast	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/949
950	111.27402452174005	Pastel Blue	Base Naked	Duck	Pirate	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/950
951	49.996213212285284	Orange	Penguin Black	Duck	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/951
952	31.092156924021268	Tiffany Blue	Mallard	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/952
953	130.78300380230996	Cloud	Base Naked	Pirate	Jacket	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/953
954	122.83703929303397	Hot Pink	Grimace Purple	Pirate	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/954
955	108.72872089603206	Pastel Blue	Bronze Shiny	Duck	Fireman	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/955
956	41.62407576085431	Hot Pink	Penguin Black	Hypebeast	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/956
957	73.51331182166571	Pastel Blue	Bronze Shiny	Pants Shoes	Jacket	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/957
958	74.56945471374448	Pastel Pink	Steel Shiny	Duck	Collar	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/958
959	21.66128925300595	Pastel Pink	Base Naked	Duck	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/959
960	90.00675622513371	Salmon	Steel Shiny	Pants Shoes	Fireman	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/960
961	30.967704584300275	Pastel Blue	Yeti White	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/961
962	21.379087043790538	Pastel Blue	Bronze Shiny	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/962
963	50.196658348472106	Pastel Blue	Base Naked	Nerd	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/963
964	51.77312833710731	Cloud	Doge	Hypebeast	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/964
965	46.37286224388605	Salmon	Doge	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/965
966	87.03531072381716	Salmon	Base Naked	Duck	TShirt HS	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/966
967	29.036545965164823	Hot Pink	Icy Blue	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/967
968	28.797519257894265	Neon Green	Base Naked	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/968
969	33.81874142561976	Salmon	Bronze Shiny	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/969
970	109.67380548772937	Blue	Grimace Purple	Hypebeast	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/970
971	46.71457832528759	Tiffany Blue	Doge	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/971
972	66.22324300181594	Pastel Pink	Doge	Farmer	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/972
973	31.201548565501756	Tiffany Blue	Bronze Shiny	Nerd	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/973
974	34.76923310737905	Cloud	Unicorn Pink	Duck	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/974
975	76.25401161330421	Hot Pink	Mallard	Hypebeast	Naked	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/975
976	67.73502192093814	Blue	Doge	Pants Shoes	Flannel	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/976
977	33.406689157414704	Pastel Blue	Doge	Pants Shoes	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/977
978	27.910751049409086	Cloud	Grimace Purple	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/978
979	84.05430094400005	Pastel Pink	Steel Shiny	Pants Shoes	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/979
980	55.38692071771661	Orange	Icy Blue	Nerd	Collar	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/980
981	106.93448852909991	Neon Green	Tiger Striped	Duck	Hypebeast	Love	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/981
982	49.761948936394354	Orange	Base Naked	Duck	Nerd	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/982
983	119.76474650807656	Pastel Pink	Unicorn Pink	Pirate	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/983
984	82.31068994703519	Tiffany Blue	Base Naked	Fireman	Bowtie	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/984
985	63.09007445641544	Salmon	Icy Blue	Duck	Santa	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/985
986	29.159776987882633	Pastel Blue	Grimace Purple	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/986
987	46.089405960406864	Orange	Icy Blue	Duck	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/987
988	150.78960170089888	Salmon	Bronze Shiny	Hypebeast	Suit	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/988
989	29.036545890049897	Blue	Icy Blue	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/989
990	54.89171459765411	Cloud	Doge	Nerd	Farmer	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/990
991	86.85952124492715	Pastel Pink	Yeti White	Pants Shoes	Jacket	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/991
992	38.7652786214141	Pastel Blue	Base Naked	Pants Shoes	Naked	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/992
993	36.10182662452474	Cloud	Grimace Purple	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/993
994	89.98653236790409	Cloud	Unicorn Pink	Hypebeast	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/994
995	126.25083277843022	Salmon	Doge	Fireman	Flannel	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/995
996	21.093150844422755	Pastel Blue	Grimace Purple	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/996
997	30.032186156029326	Hot Pink	Base Naked	Hypebeast	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/997
998	30.064975421837854	Pastel Pink	Icy Blue	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/998
999	63.61265629052076	Salmon	Tiger Striped	Pants Shoes	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/999
1000	55.62594718580693	Pastel Pink	Base Naked	Duck	TShirt HS	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1000
1001	43.48984445818015	Tiffany Blue	Yeti White	Duck	Nerd	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1001
1002	73.98594207303188	Pastel Blue	Gold Shiny	Pants Shoes	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1002
1003	57.398072738620556	Blue	Grimace Purple	Duck	Hypebeast	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1003
1004	48.40832232031852	Salmon	Mallard	Duck	Naked	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1004
1005	289.5982036302721	Pastel Pink	Gold Shiny	Duck	Hypebeast	Mallard	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1005
1006	26.810126668862626	Pastel Pink	Bronze Shiny	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1006
1007	106.95307618161944	Orange	Penguin Black	Santa	Hoodie	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1007
1008	51.83773766365388	Orange	Zebra Striped	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1008
1009	74.5344557732694	Blue	Steel Shiny	Duck	Naked	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1009
1010	53.99612537398832	Cloud	Mallard	Hypebeast	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1010
1011	54.89722769029946	Orange	Zombie Green	Pants Shoes	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1011
1012	52.35229639471471	Blue	Mallard	Duck	Collar	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1012
1013	31.555614097168483	Orange	Doge	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1013
1014	102.72481794892876	Pastel Blue	Base Naked	Duck	Pirate	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1014
1015	58.1695921988422	Cloud	Zebra Striped	Duck	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1015
1016	58.97470126781945	Pastel Pink	Penguin Black	Duck	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1016
1017	37.5816781469142	Hot Pink	Base Naked	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1017
1018	152.52914527000888	Neon Green	Base Naked	Duck	Suit	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1018
1019	33.584949350118634	Cloud	Doge	Nerd	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1019
1020	37.89358170072276	Pastel Blue	Base Naked	Duck	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1020
1021	41.91397911094878	Pastel Blue	Icy Blue	Nerd	Nerd	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1021
1022	30.423106435637866	Salmon	Icy Blue	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1022
1023	84.93479748146171	Pastel Pink	Base Naked	Duck	TShirt HS	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1023
1024	160.57187498935812	Pastel Pink	Base Naked	Duck	Suit	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1024
1025	66.68703056853634	Pastel Pink	Icy Blue	Duck	Hoodie	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1025
1026	87.31084711879144	Tiffany Blue	Base Naked	Fireman	Fireman	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1026
1027	71.59502472105832	Pastel Pink	Base Naked	Duck	Fireman	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1027
1028	43.556885356094575	Orange	Grimace Purple	Hypebeast	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1028
1029	49.06828121709056	Pastel Pink	Doge	Nerd	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1029
1030	39.81053087041343	Cloud	Bronze Shiny	Duck	Jacket	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1030
1031	105.23409445513998	Pastel Blue	Base Naked	Fireman	Jacket	Love	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1031
1032	63.22636354336086	Pastel Pink	Base Naked	Santa	Jacket	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1032
1033	60.82067015375712	Pastel Blue	Base Naked	Santa	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1033
1034	31.674201577186714	Blue	Grimace Purple	Duck	Naked	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1034
1035	55.17388776192313	Pastel Pink	Doge	Fireman	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1035
1036	54.793355528767776	Salmon	Penguin Black	Pants Shoes	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1036
1037	93.86688025379654	Salmon	Penguin Black	Duck	TShirt Orange	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1037
1038	82.5540903287715	Pastel Pink	Mallard	Santa	Hypebeast	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1038
1039	21.105587167059046	Tiffany Blue	Bronze Shiny	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1039
1040	84.39202878312375	Pastel Pink	Icy Blue	Duck	Bowtie	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1040
1041	74.83195364835233	Pastel Pink	Mallard	Nerd	Naked	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1041
1042	47.88071925447121	Pastel Pink	Base Naked	Hypebeast	Farmer	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1042
1043	40.18792325763593	Pastel Pink	Base Naked	Hypebeast	Jacket	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1043
1044	43.063607480982434	Tiffany Blue	Base Naked	Pants Shoes	Hypebeast	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1044
1045	59.8363494784483	Blue	Yeti White	Duck	Naked	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1045
1046	65.97894239566281	Pastel Yellow	Mallard	Farmer	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1046
1047	37.27720536110684	Pastel Yellow	Unicorn Pink	Duck	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1047
1048	57.1317178011067	Cloud	Base Naked	Hypebeast	Nerd	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1048
1049	80.20248369992424	Cloud	Gold Shiny	Duck	Farmer	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1049
1050	38.44618252985043	Salmon	Penguin Black	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1050
1051	53.008101202448586	Salmon	Bronze Shiny	Pants Shoes	Collar	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1051
1052	52.484368631283324	Tiffany Blue	Base Naked	Pants Shoes	Flannel	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1052
1053	63.81473649940027	Hot Pink	Base Naked	Duck	Jacket	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1053
1054	30.887620954154567	Pastel Blue	Icy Blue	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1054
1055	38.49766368054977	Pastel Blue	Doge	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1055
1056	77.6637424747337	Pastel Pink	Tiger Striped	Pants Shoes	Jacket	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1056
1057	55.80249835647401	Pastel Blue	Unicorn Pink	Duck	Farmer	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1057
1058	111.13630710792437	Blue	Grimace Purple	Pirate	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1058
1059	97.3263313208304	Salmon	Grimace Purple	Duck	Santa	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1059
1060	80.6559752944434	Tiffany Blue	Icy Blue	Fireman	Jacket	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1060
1061	65.84954874989097	Orange	Doge	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1061
1062	46.355612166547715	Pastel Blue	Penguin Black	Pants Shoes	Naked	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1062
1063	106.84371743182065	Hot Pink	Steel Shiny	Pants Shoes	Fireman	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1063
1064	22.41024983323671	Cloud	Base Naked	Duck	Hypebeast	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1064
1065	63.57508570696146	Salmon	Unicorn Pink	Duck	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1065
1066	85.30892136132528	Neon Green	Gold Shiny	Fireman	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1066
1067	47.66843374923573	Orange	Yeti White	Pants Shoes	Naked	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1067
1068	27.9231872779831	Orange	Bronze Shiny	Duck	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1068
1069	48.96281373254844	Cloud	Penguin Black	Duck	Naked	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1069
1070	75.54108903397207	Orange	Grimace Purple	Nerd	Jacket	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1070
1071	57.37724858657364	Salmon	Grimace Purple	Duck	Naked	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1071
1072	71.8104417629471	Blue	Penguin Black	Farmer	Hypebeast	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1072
1073	72.71602475811454	Blue	Base Naked	Duck	Collar	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1073
1074	21.51540395279602	Orange	Base Naked	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1074
1075	55.99409040995829	Cloud	Yeti White	Duck	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1075
1076	48.29590591562548	Pastel Pink	Bronze Shiny	Hypebeast	Nerd	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1076
1077	33.66505418526265	Cloud	Base Naked	Hypebeast	Jacket	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1077
1078	252.02589120752444	Blue	Grimace Purple	Duck	Nerd	Mallard	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1078
1079	75.22979296193145	Pastel Blue	Bronze Shiny	Nerd	Fireman	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1079
1080	89.63767964490427	Salmon	Bronze Shiny	Duck	TShirt HS	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1080
1081	50.80075137830228	Blue	Bronze Shiny	Duck	Hypebeast	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1081
1082	90.80785382063179	Pastel Pink	Penguin Black	Fireman	Jacket	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1082
1083	71.09375959269228	Blue	Icy Blue	Nerd	Santa	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1083
1084	48.20113243635784	Pastel Pink	Base Naked	Duck	Hypebeast	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1084
1085	31.0680251036486	Cloud	Base Naked	Duck	Nerd	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1085
1086	35.30704719100367	Neon Green	Base Naked	Pants Shoes	Jacket	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1086
1087	101.37103747412814	Pastel Blue	Gold Shiny	Farmer	Hypebeast	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1087
1088	30.83227374103645	Pastel Blue	Bronze Shiny	Pants Shoes	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1088
1089	90.8046199661979	Pastel Pink	Base Naked	Duck	Jacket	Sleep	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1089
1090	67.13753804708621	Pastel Pink	Icy Blue	Duck	TShirt Orange	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1090
1091	82.0894604841114	Pastel Pink	Mallard	Pants Shoes	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1091
1092	60.292327993958224	Orange	Steel Shiny	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1092
1093	52.73543983290295	Orange	Bronze Shiny	Farmer	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1093
1094	39.95357476682928	Pastel Pink	Base Naked	Duck	Jacket	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1094
1095	37.77742148419761	Pastel Blue	Icy Blue	Duck	Hypebeast	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1095
1096	101.14842035765923	Pastel Pink	Zebra Striped	Farmer	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1096
1097	102.6440879830339	Pastel Blue	Icy Blue	Nerd	Hypebeast	Pirate	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1097
1098	39.5552620645138	Salmon	Doge	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1098
1099	68.86689478963436	Pastel Pink	Doge	Nerd	Hoodie	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1099
1100	140.95145305995237	Blue	Zombie Green	Duck	Naked	Love	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1100
1101	54.12240623476859	Salmon	Penguin Black	Nerd	Naked	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1101
1102	26.797690538930375	Tiffany Blue	Grimace Purple	Duck	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1102
1103	47.966228190917974	Blue	Doge	Pants Shoes	Jacket	Angry	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1103
1104	54.52488380542624	Salmon	Mallard	Hypebeast	Nerd	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1104
1105	81.75323512281622	Pastel Pink	Tiger Striped	Fireman	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1105
1106	97.99083635107061	Pastel Blue	Base Naked	Duck	Nerd	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1106
1107	88.26979431473146	Pastel Blue	Gold Shiny	Pants Shoes	Bowtie	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1107
1108	38.60589280767941	Orange	Base Naked	Pants Shoes	Nerd	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1108
1109	58.846352376145745	Pastel Pink	Zebra Striped	Duck	Naked	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1109
1110	51.25522237906225	Blue	Doge	Pants Shoes	Farmer	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1110
1111	25.697417586647877	Pastel Blue	Base Naked	Duck	Jacket	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1111
1112	67.67958443357226	Pastel Blue	Doge	Hypebeast	Hypebeast	Fomo	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1112
1113	52.26852266557453	Blue	Steel Shiny	Duck	Collar	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1113
1114	38.01043961293986	Pastel Pink	Icy Blue	Duck	Jacket	Mad	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1114
1115	242.91972209834196	Tiffany Blue	Base Naked	Pants Shoes	Naked	Mallard	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1115
1116	55.15923975357053	Pastel Yellow	Base Naked	Pants Shoes	Naked	Santa	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1116
1117	55.34003280804559	Pastel Blue	Tiger Striped	Duck	Jacket	Nerd	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1117
1118	49.67950499281989	Pastel Pink	Base Naked	Farmer	Naked	Happy	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1118
1119	44.984496814641126	Orange	Base Naked	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1119
1120	68.4230904502604	Cloud	Steel Shiny	Farmer	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1120
1121	59.00953875354767	Salmon	Steel Shiny	Pants Shoes	Jacket	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1121
1122	44.984496883089335	Tiffany Blue	Base Naked	Duck	Bowtie	Normal	https://opensea.io/assets/0x78f190efe7b9198b76207f14d90ba96fb782680e/1122
